Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
hints/tutorialB_about_elevator_continue;;"The elevator lets you push your plane's nose down or up

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_about_ailerons;;Ailerons allow you to roll your plane;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_about_ailerons_continue;;"Ailerons allow you to roll your plane

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_about_rudder;;The rudder allows to correct your plane's course;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_about_rudder_continue;;"The rudder allows to correct your plane's course

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_howTo_MA;;In Mouse Aim mode, you can control your plane simply by pointing the cursor at the place where you want to fly to;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_howTo_MA_continue;;"In Mouse Aim mode, you can control your plane simply by pointing the cursor at the place where you want to fly to

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_MA_move_cursor;;Move the cursor to the waypoint;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_waypoint;;Proceed to the waypoint;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_waypoint_continue;;"Proceed to the waypoint

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_waypoint_notime;;Proceed to the waypoint;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_about_assault;;"Right now you're controlling an attack aircraft.
Attack aircraft, or attackers, are designed to assist ground troops.
Often they are armed with light bombs, unguided rockets and cannons, for destroying surface targets";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_about_assault_continue;;"Right now you're controlling an attack aircraft.
Attack aircraft, or attackers, are designed to assist ground troops.
Often they are armed with light bombs, unguided rockets and cannons, for destroying surface targets

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_about_objectives;;"Each mission has its own goals and objectives which must be completed in order to win
Press and hold the ""Tactical Map"" button to see list of completed, failed, and current objectives";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_about_target;;"Targets that must be eliminated are often located outside your field of view. You can find them on Tactical map
Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_find_target;;"Press and hold the ""Tactical Map"" button to find the truck on the ground
Mission target is marked with red and blinks with yellow on map";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_mission_ends;;"The last enemy unit has been destroyed
You've won!";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_mission_ends_continue;;"The last enemy unit has been destroyed
You've won!

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_mission_won;;"The last enemy unit has been destroyed, you've won!
Your tutorial is finished

Now you're ready to go ""To Battle!""";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_mission_won_continue;;"Your tutorial is finished
Now you're ready to go ""To Battle!""

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_zoom_in;;Zoom in to see your target better;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_zoom_out;;Return to the original view;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_howTo_takeoff;;In order to take off, your aircraft must reach a high enough speed;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_howTo_takeoff_continue;;"In order to take off, your aircraft must reach a high enough speed

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_engine_start;;"In Simulator Battles, the aircraft has its engine off at first
Start the engine";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_deploy_flaps;;Extend the flaps;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_takeoff_increase_throttle;;Push your throttle to 100% to start your takeoff run;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_takeoff_start;;"The plane has started accelerating
Watch your speed";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_takeoff_rudder;;"As you are accelerating along the runway, your plane will yaw sideways
Use the rudder to keep the aircraft in the center of the runway";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_takeoff_rudder_continue;;"As you are accelerating along the runway, your plane will yaw sideways
Use the rudder to keep the aircraft in the center of the runway

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_enough_speed;;"The plane has reached a high enough speed
Time to get off the runway!";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_enough_speed_continue;;"The plane has reached a high enough speed
Time to get off the runway!

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_nosing;;"The plane has started to stall
Use the elevator to keep from crashing";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_takeoff_elevator_up;;Use the elevator to make the aircraft get off the ground faster;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_takeoff_elevator_up_waypoint;;"Use the elevator to make the aircraft get off the ground faster

Proceed to the waypoint";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_retract_gear;;"The plane has gotten off the ground
You may now retract the landing gear";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_retract_gear_thrustmaster;;"The plane has gotten off the ground
You may now retract the landing gear (R3 + O)";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_retract_flaps;;Retract the flaps;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_howTo_land;;In order to land your aircraft successfully, you need to reduce its speed significantly;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_howTo_land_continue;;"In order to land your aircraft successfully, you need to reduce its speed significantly

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_land_decrease_throttle;;Decrease the throttle to 30%;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_land_decrease_throttle_waypoint;;"Decrease the throttle to 30%

Proceed to the waypoint";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_land_gears;;Deploy the landing gear;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_land_gears_thrustmaster;;(R3 + O) Deploy the landing gear;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_land_flaps;;Extend the flaps;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_pre_landing;;Direct the plane to the runway, descending gradually;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_pre_landing_MA;;Direct the plane right to the center of the waypoint;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_landing_start;;"The plane has reduced its speed and descended low enough
Use the elevator to pitch the aircraft's nose up and continue your descent";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_landing_throttle_zero;;Decrease the throttle to 0%;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_landing_breaks;;Hold to stop the plane;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_landing_breaks_fullreal;;"Hold to stop the plane
Continue to keep the elevator up, to prevent the plane from turning over";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_landing_completed;;"The plane has stopped
A successful landing!";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_landing_completed_continue;;"The plane has stopped
A successful landing!

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_about_airfields;;Landing on an airfield during missions enables you to capture the area or repair the aircraft;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_about_airfields_continue;;"Landing on an airfield during missions enables you to capture the area or repair the aircraft

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_landing_release_breaks;;"As the plane's speed is dropping, intense braking can flip it over
Release the brake to avoid crashing";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_landing_release_breaks_continue;;"As the plane's speed is dropping, intense braking can flip it over
Release the brake to avoid crashing

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_thats_right;;That's right!;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_landing_release_breaks_fullreal;;"Release the brake, or your plane might crash
Use the elevator to stabilize the plane";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_ma_to_mj_hint;;In Simulator Battles, controls which are slightly different from Mouse Aim are automatically enabled;nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_ma_to_mj_hint_continue;;"In Simulator Battles, controls which are slightly different from Mouse Aim are automatically enabled

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_fighter_intro;;"Welcome to part one of the basic tutorial!
Here you will learn the basics of aerial combat.";nice;;;;;;;;;;;;;;;;;;;
hints/tutorialB_fighter_intro_continue;;"Welcome to part one of the basic tutorial!
Here you will learn the basics of aerial combat.

Press {{ID_CONTINUE}} to continue";nice;;;;;;;;;;;;;;;;;;;
hints/tutorial_landingDropBomb;;Drop all bombs before landing;nice;;;;;;;;;;;;;;;;;;;
hints/duel_begin;"The first who wins in two rounds will win a duel! 

WEAPONS WILL BE ENABLED UPON REACHING THE ACTIVATION ZONE";"The first who wins in two rounds will win a duel! 

WEAPONS WILL BE ENABLED UPON REACHING THE ACTIVATION ZONE";same;;;;;;;;;;;;;;;;;;;
hints/duel_2x2_begin;"The first who wins in two rounds will win a duel! 

WEAPONS WILL BE ENABLED AFTER THE TIMER EXPIRES";"The first who wins in two rounds will win a duel! 

WEAPONS WILL BE ENABLED AFTER THE TIMER EXPIRES";same;;;;;;;;;;;;;;;;;;;
hints/duel_round_finished;Round has finished. Be ready for the next Round;Round has finished. Be ready for the next Round;same;;;;;;;;;;;;;;;;;;;
hints/youre_living_battlearea;WARNING!!! You're leaving the battle!;WARNING !!! You're leaving the battlearea !;nice;;;;;;;;;;;;;;;;;;;
hints/gladiators_waiting_for_players;Waiting for players, if the team is missing, they will receive defeat;Waiting for players, if the team is missing, they will receive defeat;same;;;;;;;;;;;;;;;;;;;
hints/duel_waiting_for_players;Waiting for players;Waiting for players;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_begin;The battle begins!;The battle begins!;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_fire;Fire!;Fire!;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_begin_round01;The battle begins! Round 1 of 3 - Duel round. Weapons will be activated in {var} seconds;The battle begins! Round 1 of 3 - Duel round. Weapons will be activated in {var} seconds;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_cost_1000;You receive 1000 points for winning the round;You receive 1000 points for winning the round;same;;;;;;;;;;;;;;;;;;;
hints/duel_round01_finished;Round 1 of 3 has finished. Be ready for Round 2;Round 1 of 3 has finished. Be ready for Round 2;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_begin_round02;The battle begins! Round 2 of 3 - Pair round. Weapons will be activated in {var} seconds;The battle begins! Round 2 of 3 - Pair round. Weapons will be activated in {var} seconds;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_cost_2000;You receive 2000 points for winning the round;You receive 2000 points for winning the round;same;;;;;;;;;;;;;;;;;;;
hints/duel_round02_finished;Round 2 of 3 has finished. Be ready for Round 3;Round 2 of 3 has finished. Be ready for Round 3;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_begin_round03;The battle begins! Round 3 - Group round. Weapons will be activated in {var} seconds;The battle begins! Round 3 - Group round. Weapons will be activated in {var} seconds;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_cost_3000;You receive 3000 points for winning the round;You receive 3000 points for winning the round;same;;;;;;;;;;;;;;;;;;;
hints/duel_round03_finished;Round 3 has finished;Round 3 has finished;same;;;;;;;;;;;;;;;;;;;
hints/duel_round_draw;Draw;Draw;same;;;;;;;;;;;;;;;;;;;
hints/duel_round_win;Your team has won this round;Your team has won this round;same;;;;;;;;;;;;;;;;;;;
hints/duel_round_lose;Your team has lost this round;Your team has lost this round;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_win;Your team has won this match;Your team has won this match;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_lose;Your team has lost this match;Your team has lost this match;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_draw;Draw is the result of the battle. Be ready for the Bonus Round;Draw is the result of the battle. Be ready for the Bonus Round;same;;;;;;;;;;;;;;;;;;;
hints/duel_battle_begin_round04;The battle begins! Bonus Round. Weapons will be activated in {var} seconds;The battle begins! Bonus Round. Weapons will be activated in {var} seconds;same;;;;;;;;;;;;;;;;;;;
hints/duel_prepare_battle;Prepare for battle;Prepare for battle;same;;;;;;;;;;;;;;;;;;;
hints/ready_to_bailout;Hold {shortcut} to leave your aircraft;Hold {shortcut} to leave your aircraft;same;;;;;;;;;;;;;;;;;;;
hints/ready_to_bailout_nokey;"Your plane had suffered critical damage; you can abandon it";"Your plane had suffered critical damage; you can abandon it";same;;;;;;;;;;;;;;;;;;;
hints/ready_to_bailout_helicopter;Hold {shortcut} to leave your helicopter;Hold {shortcut} to leave your helicopter;same;;;;;;;;;;;;;;;;;;;
hints/ready_to_bailout_helicopter_nokey;"Your helicopter had suffered critical damage; you can abandon it";"Your helicopter had suffered critical damage; you can abandon it";same;;;;;;;;;;;;;;;;;;;
hints/bailout_helicopter_in_progress;You'll leave your helicopter in;You'll leave your helicopter in;same;;;;;;;;;;;;;;;;;;;
hints/bailout_in_progress;You'll leave your aircraft in;You'll leave your aircraft in;same;;;;;;;;;;;;;;;;;;;
hints/leaving_the_tank_in_progress;You'll leave your vehicle in;You'll leave your vehicle in;same;;;;;;;;;;;;;;;;;;;
hints/bailout_cant_repair;Gaijin is a cunt, no repair;The plane can't be repaired, you'll leave it;nice;;;;;;;;;;;;;;;;;;;
hints/wait_for_orders;Wait for new orders;Wait for new orders;same;;;;;;;;;;;;;;;;;;;
hints/dlc_in_tennets_of_berlin_hint;Enemy fighters are approaching;Enemy fighters are approaching;same;;;;;;;;;;;;;;;;;;;
hints/dlc_in_tennets_of_berlin_bombs_good;The bombing was successful;The bombing was successful;same;;;;;;;;;;;;;;;;;;;
hints/dlc_in_tennets_of_berlin_bombs_bad;The bombers did not successfully destroy the target;The bombers did not successfully destroy the target;same;;;;;;;;;;;;;;;;;;;
hints/dlc_newbie_fight_hint;The young pilots have been distracted by the bombers and are not noticing the enemy fighters. Cover them!;The young pilots have been distracted by the bombers and are not noticing the enemy fighters. Cover them!;same;;;;;;;;;;;;;;;;;;;
hints/dlc_stalingrad_fire_rain_hint_zone;German bombers are above their troops;German bombers are above their troops;same;;;;;;;;;;;;;;;;;;;
hints/dlc_paulus_last_tanks_second_wave;A second group of enemy vehicles is coming;A second group of enemy vehicles is coming;same;;;;;;;;;;;;;;;;;;;
hints/dlc_stalingrad_swim_hide_hint;It looks like we made it. Now we can take off;It looks like we made it. Now we can take off;same;;;;;;;;;;;;;;;;;;;
hints/dlc_stalingrad_swim_hide__begin_hint;Slow down and make a water landing to avoid being spotted by AA guns;Slow down and make a water landing to avoid being spotted by AA guns;same;;;;;;;;;;;;;;;;;;;
hints/dlc_britain_battle_of_britain_day_hint;A new group of enemy fighters is coming!;A new group of enemy fighters is coming!;same;;;;;;;;;;;;;;;;;;;
hints/dlc_britain_battle_of_britain_day_area_hint;Return to the patrol area;Return to the patrol area;same;;;;;;;;;;;;;;;;;;;
hints/blind_hunt_f86_help;Aircraft of the second flight have spotted the convoys!;Aircraft of the second flight have spotted the convoys!;same;;;;;;;;;;;;;;;;;;;
hints/on_the_grozny_way;The bombers were suddenly attacked by a large group of fighters. Now they are making a hasty retreat!;The bombers were suddenly attacked by a large group of fighters. Now they are making a hasty retreat!;same;;;;;;;;;;;;;;;;;;;
hints/pkg9_close_to_water_hint;Anti-aircraft fire is getting heavier! Maneuver more!;Anti-aircraft fire is becoming heavier! Manoeuvre more actively!;nice;;;;;;;;;;;;;;;;;;;
