Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23
modification/q_5b_type130/desc;Allows installing Type 130 rockets.;Allows the installation of Type 130 unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/cn_hf18;HF-18;HF-18;same;;;;;;;;;;;;;;;;;;;
modification/cn_hf18/desc;Allows installing Type 57-2 rockets.;Allows the installation of Type 57-2 unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/cn_hf7a;HF-7A;HF-7A;same;;;;;;;;;;;;;;;;;;;
modification/cn_hf7a/desc;Allows installing Type 90-1 rockets.;Allows the installation of Type 90-1 unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/cn_hf7d;HF-7D;HF-7D;same;;;;;;;;;;;;;;;;;;;
modification/cn_hf7d/desc;Allows installing FS70 rockets.;Allows the installation of FS70 unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/C5M;S-5M;S-5M;same;;;;;;;;;;;;;;;;;;;
modification/C5M/desc;Allows installing S-5M rockets.;Allows the installation of S-5M unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_21_ub16;UB-16;UB-16;same;;;;;;;;;;;;;;;;;;;
modification/mig_21_ub16/desc;Allows installing additional S-5 rockets.;Allows the installation of additional S-5 unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/mig_21_ub32;UB-32;UB-32;same;;;;;;;;;;;;;;;;;;;
modification/mig_21_ub32/desc;Allows installing additional S-5 rockets.;Allows the installation of additional S5 unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/C21;S-21;S-21;same;;;;;;;;;;;;;;;;;;;
modification/C21/desc;Allows installing S-21 rockets.;Allows the installation of S-21 unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/su_7b_s3;S-3K;S-3K;same;;;;;;;;;;;;;;;;;;;
modification/su_7b_s3/desc;Allows installing S-3K rockets.;Allows the installation of S-3K unguided rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/a_26b_10_2x37_mod;M9;M9;same;;;;;;;;;;;;;;;;;;;
modification/a_26b_10_2x37_mod/desc;Allows installing 2 x 37 mm M9 cannons.;Installation of offensive armament consisting of two 37 mm cannons.;nice;;;;;;;;;;;;;;;;;;;
modification/a_26b_10_1x37_2_50_mod;M9/2-50;M9/2-50;same;n;;;;;;;;;;;;;;;;;;
modification/tis_ns_45_mod/desc;Allows replacement of NS-37 by NS-45.;Allows replacement of NS-37 by NS-45.;same;;;;;;;;;;;;;;;;;;;
modification/tis_ns_45_mod;NS-45 cannon;NS-45 cannon;same;;;;;;;;;;;;;;;;;;;
modification/a_26b_10_1x37_2_50_mod/desc;Installation of offensive armament consisting of a 37 mm cannon and two large-caliber machine guns.;Installation of offensive armament consisting of a 37 mm cannon and two large-caliber machine guns.;same;n;;;;;;;;;;;;;;;;;;
modification/a_26b_10_1x37_4_50_mod;M9/4-50;M9/4-50;same;;;;;;;;;;;;;;;;;;;
modification/a_26b_10_1x37_4_50_mod/desc;Allows installing a 37 mm M9 cannon and 4 x M2 machine guns.;Installation of offensive armament consisting of a 37 mm cannon and four large-caliber machine guns.;nice;;;;;;;;;;;;;;;;;;;
modification/der_21;Der-21;Der-21;same;;;;;;;;;;;;;;;;;;;
modification/der_21/desc;Allows installing 50 or 100 kg bombs.;Allows the installation of 50 kg or heavier bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/der-13;Der-13;Der-13;same;;;;;;;;;;;;;;;;;;;
modification/der-13/desc;Allows installing bombs up to 250 kg externally.;Allows the installation of up to 250 kg of bombs on an external suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/der-15;Der-15;Der-15;same;;;;;;;;;;;;;;;;;;;
modification/der-15/desc;Allows installing bombs up to 500 kg externally.;Allows the installation of up to 500 kg of bombs on an external suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/der-19;Der-19;Der-19;same;;;;;;;;;;;;;;;;;;;
modification/der-19/desc;Allows installing bombs up to 500 kg externally.;Allows the installation of up to 500 kg of bombs on an external suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/der-21_fab100;Der-21;Der-21;same;;;;;;;;;;;;;;;;;;;
modification/der-21_fab100/desc;Allows installing 100 kg bombs.;Allows the installation of up to 100 kg of bombs on an internal suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/der-19_fab250;Der-19 250;Der-19 250;same;;;;;;;;;;;;;;;;;;;
modification/der-19_fab250/desc;Allows installing bombs up to 250 kg externally.;Allows the installation of up to 250 kg of bombs on an external suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/der-19_fab500;Der-19 500;Der-19 500;same;;;;;;;;;;;;;;;;;;;
modification/der-19_fab500/desc;Allows installing bombs up to 500 kg externally.;Allows the installation of up to 500 kg of bombs on an external suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/der-19_fab1000;Der-19 1000;Der-19 1000;same;;;;;;;;;;;;;;;;;;;
modification/der-19_fab1000/desc;Allows installing bombs up to 1000 kg externally.;Allows the installation of up to 1000 kg of bombs on an external suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/der-20;Der-20;Der-20;same;;;;;;;;;;;;;;;;;;;
modification/der-20/desc;Allows installing bombs up to 1000 kg externally.;Allows the installation of up to 1000 kg of bombs on an external suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/der-21;Der-21;Der-21;same;;;;;;;;;;;;;;;;;;;
modification/der-21/desc;Allows installing 100 kg bombs.;Allows the installation of up to 100 kg of bombs on an internal suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/er-2_kd-3-240;KD-3-240;KD-3-240;same;;;;;;;;;;;;;;;;;;;
modification/er-2_kd-3-240/desc;Allows installing bombs up to 500 kg.;Allows the installation of 250 and 500 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/er-2_m-105_der-19-20;Der-19-20;Der-19-20;same;;;;;;;;;;;;;;;;;;;
modification/er-2_m-105_der-19-20/desc;Allows installing bombs up to 1000 kg externally.;Allows the installation of up to 1000 kg of bombs on an external suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/er-2_ach-30b_der-19-20;Der-19-20;Der-19-20;same;;;;;;;;;;;;;;;;;;;
modification/er-2_ach-30b_der-19-20/desc;Allows installing bombs up to 1000 kg externally.;Allows the instalation up to 1000 kg of bombs on an external suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/tu-2_pkd-2;PKD-2;PKD-2;same;;;;;;;;;;;;;;;;;;;
modification/tu-2_pkd-2/desc;Allows installing bombs up to 1000 kg.;Allows the installation of up to 1000 kg of bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/der_19pk;Der-19PK;DER-19PK;nice;;;;;;;;;;;;;;;;;;;
modification/der_19pk/desc;Allows installing bombs up to 1000 kg.;Allows the installation of up to 1000 kg of bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/der_19u;Der-19U;DER-19U;nice;;;;;;;;;;;;;;;;;;;
modification/der_19u/desc;Allows installing bombs up to 1000 kg.;Allows the installation of up to 1000 kg of bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/tu-2_td-44;TD-44;TD-44;same;;;;;;;;;;;;;;;;;;;
modification/tu-2_td-44/desc;Allows installing 2 x torpedoes.;Allows the installation of 2 torpedoes.;nice;;;;;;;;;;;;;;;;;;;
modification/il2_mdz_42;MDZ-42;MDZ-42;same;;;;;;;;;;;;;;;;;;;
modification/il2_mdz_42/desc;Allows installing 250 kg bombs externally.;Allows instalation of 250 kg of bombs on external suspension.;nice;;;;;;;;;;;;;;;;;;;
modification/su_fab_250m_43;FAB 250M-43;FAB 250M-43;same;;;;;;;;;;;;;;;;;;;
modification/su_fab_250m_43/desc;Allows installing 250 kg bombs.;Allows the installation of 250 kg of bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/su_fab_500m_43;FAB 500M-43;FAB 500M-43;same;;;;;;;;;;;;;;;;;;;
modification/su_fab_500m_43/desc;Allows installing 500 kg bombs.;Allows the installation of 500 kg of bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/su_fab_250_500;FAB 250/500;FAB 250/500;same;;;;;;;;;;;;;;;;;;;
modification/su_fab_250_500/desc;Allows installing bombs up to 500 kg.;Allows the installation of up to 500 kg of bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/su_fab_1000m_43;FAB 1000M-43;FAB 1000M-43;same;;;;;;;;;;;;;;;;;;;
modification/su_fab_1000m_43/desc;Allows installing 1000 kg bombs.;Allows the installation of 1000 kg of bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/pe-2_dz-40;DZ-40;DZ-40;same;;;;;;;;;;;;;;;;;;;
modification/pe-2_dz-40/desc;Allows installing bombs up to 500 kg.;Allows the installation of 250 and 500 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/pe-2_ro-132;RO-132;RO-132;same;;;;;;;;;;;;;;;;;;;
modification/pe-2_ro-132/desc;Allows installing RS-132 rockets.;Allows the installation of 10 unguided RS-132 rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/sb-2_der-19;Der-19;Der-19;same;;;;;;;;;;;;;;;;;;;
modification/sb-2_der-19/desc;Allows installing 250 or 500 kg bombs.;Allows the installation of 500 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/ar-2_np-1;NP-1;NP-1;same;;;;;;;;;;;;;;;;;;;
modification/ar-2_np-1/desc;Allows installing bombs up to 500 kg.;Allows the installation of 100, 250, and 500 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/yak9p_ns23_mod;NS-23 cannon;NS-23 cannon;same;;;;;;;;;;;;;;;;;;;
modification/yak9p_ns23_mod/desc;Allows installing 23 mm NS-23 cannon.;Allows the installation of 23 mm NS-23 cannon.;nice;;;;;;;;;;;;;;;;;;;
modification/us_m39_cannon;M39 cannon;M39 cannon;same;;;;;;;;;;;;;;;;;;;
modification/us_m39_cannon/desc;Allows installing 20 mm M39 cannons.;Allows the installation of 20 mm M39 cannons.;nice;;;;;;;;;;;;;;;;;;;
modification/yak9p_n37_mod;N-37 cannon;N-37 cannon;same;;;;;;;;;;;;;;;;;;;
modification/yak9p_n37_mod/desc;Allows installing 37 mm N-37 cannon.;Allows the installation of 37 mm N-37 cannon.;nice;;;;;;;;;;;;;;;;;;;
modification/yak3p_mod;Yak-3P;Yak-3P;same;n;;;;;;;;;;;;;;;;;;
modification/yak3p_mod/desc;Armament by Yak-3P standard, 3x 20 mm cannons.;Armament by Yak-3P standard, 3x 20 mm cannons.;same;n;;;;;;;;;;;;;;;;;;
modification/yak9p_ns45_mod;NS-45 cannon;NS-45 cannon;same;n;;;;;;;;;;;;;;;;;;
modification/yak9p_ns45_mod/desc;Allows the installation of 45 mm NS-23 cannon.;Allows the installation of 45 mm NS-23 cannon.;same;n;;;;;;;;;;;;;;;;;;
modification/lancaster_mk3_avro_mark_3;AUBC No.1 Mk.II;AUBC No.1 Mark II;nice;;;;;;;;;;;;;;;;;;;
modification/lancaster_mk3_avro_mark_3/desc;Allows installing 1000 lb bombs.;Allows the installation of 1000 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/lancaster_mk3_avro_mark_1;AUBC No.1 Mk.I;AUBC No.1 Mark I;nice;;;;;;;;;;;;;;;;;;;
modification/lancaster_mk3_avro_mark_1/desc;Allows installing a 4000 lb bomb.;Allows the installation of bombs in excess of 1000 lbs.;nice;;;;;;;;;;;;;;;;;;;
modification/uk_12000lb_hc_mkI_n52_bomb;AUBC No.1 Mk.IV;AUBC No.1 Mark IV;nice;;;;;;;;;;;;;;;;;;;
modification/uk_12000lb_hc_mkI_n52_bomb/desc;Allows installing a 8000 or 12000 lb bomb.;Allows the installation of bombs in excess of 4000 lbs.;nice;;;;;;;;;;;;;;;;;;;
modification/wellington_sbc;SBC mk.I;SBC mk.I;same;;;;;;;;;;;;;;;;;;;
modification/wellington_sbc/desc;Allows installing additional 250 lb bombs.;Allows the installation of additional 250 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/wellington_mbc;MBC mk.I;MBC mk.I;same;;;;;;;;;;;;;;;;;;;
modification/wellington_mbc/desc;Allows installing 500 or 1000 lb bombs.;Allows the installation of 500 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/wellington_lbc;LBC mk.I;LBC mk.I;same;;;;;;;;;;;;;;;;;;;
modification/wellington_lbc/desc;Allows installing a 4000 lb bomb.;Allows the installation of 4000 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/wellington_tc;TC mk.I;TC mk.I;same;;;;;;;;;;;;;;;;;;;
modification/wellington_tc/desc;Allows installing 2 x torpedoes.;Allows the installation of 2 torpedoes.;nice;;;;;;;;;;;;;;;;;;;
modification/wellington_2000/desc;Allows installing 2000 lb AP bombs.;Allows the installation of 2000 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/wellington_2000;2000;2000;same;;;;;;;;;;;;;;;;;;;
modification/wirraway_sbc;mk.21;mk.21;same;;;;;;;;;;;;;;;;;;;
modification/wirraway_sbc/desc;Allows installing bombs up to 500 kg.;Allows the installation of 250 and 500 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/uc_type_mk_1;UC Mk.1;UC Mk.1;same;;;;;;;;;;;;;;;;;;;
modification/uc_type_mk_1/desc;Allows installing additional 250 lb bombs.;Allows the installation of additional 250 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/uc_type_mk_2;UC Mk.2;UC Mk.2;same;;;;;;;;;;;;;;;;;;;
modification/uc_type_mk_2/desc;Allows installing 500 lb bombs.;Allows the installation of 500 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/sbc_mark25;SBC Mk.25;SBC mark 25;nice;;;;;;;;;;;;;;;;;;;
modification/sbc_mark25/desc;Allows installing additional 250 lb bombs.;Allows the installation of additional 250 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/hampden_2x500lb;SBC mk.II;SBC mk.II;same;;;;;;;;;;;;;;;;;;;
modification/hampden_2x500lb/desc;Allows installing additional 500 lb bombs.;Allows the installation of additional 500 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/uk_bomb_520lb;HERL 520lb Mk.IN;HERL 520lb Mk.IN;same;;;;;;;;;;;;;;;;;;;
modification/uk_bomb_520lb/desc;Allows installing additional 520 lb bombs.;Allows the installation of additional 520 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/uk_bomb_1650lb;1650lb SNHE;1650lb SNHE;same;;;;;;;;;;;;;;;;;;;
modification/uk_bomb_1650lb/desc;Allows installing additional 1650 lb bombs.;Allows the installation of additional 1650 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/yak-1-7b_bi-42;BI-42;BI-42;same;;;;;;;;;;;;;;;;;;;
modification/yak-1-7b_bi-42/desc;Allows installing 50 kg bombs.;Allows the installation of 50 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/yak-1_bi-42;BI-42 (big);BI-42;trim;;;;;;;;;;;;;;;;;;;
modification/yak-1_bi-42/desc;Allows installing 50 kg or 100 kg bombs.;Allows the installation of 50 kg or 100 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/yak-7b_ro-82;RO-82;RO-82;same;;;;;;;;;;;;;;;;;;;
modification/yak-7b_ro-82/desc;Allows installing RS-82 rockets.;Allows the installation of 6 unguided RS-82 rockets.;nice;;;;;;;;;;;;;;;;;;;
modification/b-17_sbc;SBC-17;SBC-17;same;;;;;;;;;;;;;;;;;;;
modification/b-17_sbc/desc;Allows installing additional 500 lb bombs.;Allows the installation of additional 500 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/b-17_mbc;MBC-17;MBC-17;same;;;;;;;;;;;;;;;;;;;
modification/b-17_mbc/desc;Allows installing 1000 lb bombs.;Allows the installation of 1000 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/b-17_lbc;LBC-17;LBC-17;same;;;;;;;;;;;;;;;;;;;
modification/b-17_lbc/desc;Allows installing 2000 lb bombs.;Allows the installation of 2000 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/b-24_sbc;SBC-24;SBC-24;same;;;;;;;;;;;;;;;;;;;
modification/b-24_sbc/desc;Allows installing 100 lb bombs.;Allows the installation of 100 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/fr_750lb_m117;M117;M117;same;;;;;;;;;;;;;;;;;;;
modification/fr_750lb_m117/desc;Allows installing 750 lb bombs.;Allows the installation of 750 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/jp_750lb_jm117;JM117;JM117;same;;;;;;;;;;;;;;;;;;;
modification/jp_750lb_jm117/desc;Allows installing 750 lb bombs.;Allows the installation of 750 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/b-24_mbc;MBC-24;MBC-24;same;;;;;;;;;;;;;;;;;;;
modification/b-24_mbc/desc;Allows installing additional 500 lb bombs.;Allows the installation of additional 500 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/b-24_lbc;LBC-24;LBC-24;same;;;;;;;;;;;;;;;;;;;
modification/b-24_lbc/desc;Allows installing 1000 lb bombs.;Allows the installation of 1000 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/is_100_50_gp;100/50 G.P.;100/50 G.P.;same;;;;;;;;;;;;;;;;;;;
modification/is_100_50_gp/desc;Allows installing 100 kg bombs.;Allows the installation of 100 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/is_250_50_gp;250/50 G.P.;250/50 G.P.;same;;;;;;;;;;;;;;;;;;;
modification/is_250_50_gp/desc;Allows installing 250 kg bombs.;Allows the installation of 250 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/is_360_50_gp;360/50 G.P.;360/50 G.P.;same;;;;;;;;;;;;;;;;;;;
modification/is_360_50_gp/desc;Allows installing 360 kg bombs.;Allows the installation of 360 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/is_500_50_gp;500/50 G.P.;500/50 G.P.;same;;;;;;;;;;;;;;;;;;;
modification/is_500_50_gp/desc;Allows installing 500 kg bombs.;Allows the installation of 500 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/premExpMul;Talisman;Talisman;same;;;;;;;;;;;;;;;;;;;
modification/premExpMul/desc;Talisman vehicle allows you to gain +{value}% RP when controlling this vehicle in battles against other players.;Talisman vehicle allows you to gain +{value}% RP when controlling this vehicle in battles against other players.;same;;;;;;;;;;;;;;;;;;;
modification/ussr_fuel_b-95;95 octane fuel;95 octane fuel usage;nice;n;;;;;;;;;;;;;;;;;;
modification/ussr_fuel_b-95/desc;Allows usage of 95 octane lend-lease fuel. Engine performance will be improved.;Allows usage of 95 octane lend-lease fuel. Engine performance will be improved.;same;n;;;;;;;;;;;;;;;;;;
modification/ussr_fuel_b-100;100 octane avgas;100 octane fuel usage;nice;;;;;;;;;;;;;;;;;;;
modification/ussr_fuel_b-100/desc;Fuel vehicle with 100 octane, allowing engine to run higher compression ratios.;Allows usage of 100 octane lend-lease fuel. Engine performance will be improved.;nice;;;;;;;;;;;;;;;;;;;
modification/b17e_flak_vest;Protective vest;Protective vest;same;;;;;;;;;;;;;;;;;;;
modification/b17e_flak_vest/desc;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;same;;;;;;;;;;;;;;;;;;;
modification/b17g_flak_vest;Protective vest;Protective vest;same;;;;;;;;;;;;;;;;;;;
modification/b17g_flak_vest/desc;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;same;;;;;;;;;;;;;;;;;;;
modification/b-24_flak_vest;Protective vest;Protective vest;same;;;;;;;;;;;;;;;;;;;
modification/b-24_flak_vest/desc;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;same;;;;;;;;;;;;;;;;;;;
modification/b-25_flak_vest;Protective vest;Protective vest;same;;;;;;;;;;;;;;;;;;;
modification/b-25_flak_vest/desc;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;same;;;;;;;;;;;;;;;;;;;
modification/lancaster_m1_flyers_vest;Protective vest;Protective vest;same;;;;;;;;;;;;;;;;;;;
modification/lancaster_m1_flyers_vest/desc;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;same;;;;;;;;;;;;;;;;;;;
modification/wellington_m1_flyers_vest;Protective vest;Protective vest;same;;;;;;;;;;;;;;;;;;;
modification/wellington_m1_flyers_vest/desc;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;Allows partial protection of the crew from fragmentation effect of flak and aerial shells.;same;;;;;;;;;;;;;;;;;;;
spare/spare;Backup vehicle;Backup vehicle;same;;;;;;;;;;;;;;;;;;;
spare/spare/desc;Allows you to control a vehicle in a mission twice (but no more per mission). You can only use a backup vehicle in battle modes allowing several respawns.;Allows you to control a vehicle in a mission twice (but no more per mission). You can only use a backup vehicle in battle modes allowing several respawns.;same;;;;;;;;;;;;;;;;;;;
;;;same;;;;;;;;;;;;;;;;;;;
spare/spare/short;Backup;Backup;same;;;;;;;;;;;;;;;;;;;
modification/b5n2_17-34in_mod45;17 3/4 in (mod45);17 3/4 in (mod45);same;;;;;;;;;;;;;;;;;;;
modification/b5n2_17-34in_mod45/desc;Allows installing a torpedo.;Allows the installation of 1 torpedo.;nice;;;;;;;;;;;;;;;;;;;
modification/b5n2_14in_mod35;14 in (mod35);14 in (mod35);same;;;;;;;;;;;;;;;;;;;
modification/b5n2_14in_mod35/desc;Allows installing a 800 kg bomb.;Allows the installation of 1 x 800 kg bomb.;nice;;;;;;;;;;;;;;;;;;;
modification/b5n2_12in_mod30;12 in (mod30);12 in (mod30);same;;;;;;;;;;;;;;;;;;;
modification/b5n2_12in_mod30/desc;Allows installing 2 x 250 kg bombs.;Allows the installation of 2 x 250 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/12in_mod30;12 in (mod30);12 in (mod30);same;;;;;;;;;;;;;;;;;;;
modification/12in_mod30/desc;Allows installing 250 kg bombs.;Allows the installation of 250 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/14in_mod30;14 in (mod30);14 in (mod30);same;;;;;;;;;;;;;;;;;;;
modification/14in_mod30/desc;Allows installing 500 kg bombs.;Allows the installation of 500 kg bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/mosquitofb_sbc;SBC mk.II;SBC mk.II;same;;;;;;;;;;;;;;;;;;;
modification/mosquitofb_sbc/desc;Allows installing 250 lb bombs.;Allows the installation of additional 250 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
modification/mosquitofb_mbc;MBC mk.II;MBC mk.II;same;;;;;;;;;;;;;;;;;;;
modification/mosquitofb_mbc/desc;Allows installing 500 lb bombs.;Allows the installation of 500 lb bombs.;nice;;;;;;;;;;;;;;;;;;;
