Column1;Column2;Column3;Column4;Column5;Column6;Column7
hotkeys/ID_FIRE_ADDITIONAL_GUNS_HELICOPTER;Additional guns;Additional guns;nice;;;
hotkeys/ID_BOMBS_HELICOPTER;Drop bomb;Drop bomb;nice;;;
hotkeys/ID_BOMBS_SERIES_HELICOPTER;Drop bomb series;Drop bomb series;nice;;;
hotkeys/ID_ROCKETS_SERIES_HELICOPTER;Fire rocket salvo;Fire rocket salvo;nice;;;
hotkeys/ID_WEAPON_LOCK_HELICOPTER;Weapon lock (air-to-air);Weapon lock (air-to-air);nice;;;
hotkeys/ID_AGM_LOCK_HELICOPTER;Weapon lock (air-to-ground);Weapon lock (air-to-ground);nice;;;
hotkeys/ID_LOCK_TARGETING_AT_POINT_HELICOPTER;Sight stabilization;Sight stabilization;nice;;;
hotkeys/ID_UNLOCK_TARGETING_AT_POINT_HELICOPTER;Disable sight stabilization;Disable sight stabilization;nice;;;
hotkeys/ID_TARGET_CAMERA_HELICOPTER;Tracking Camera: Enemy;Tracking Camera: Enemy;nice;;;
hotkeys/ID_AIM_CAMERA_HELICOPTER;Aiming mode;Aiming mode;nice;;;
hotkeys/ID_CAMERA_TPS_HELICOPTER;External View;External View;nice;;;
hotkeys/ID_CAMERA_FPS_HELICOPTER;Cockpit view;Cockpit view;nice;;;
hotkeys/ID_CAMERA_VIRTUAL_TARGET_FPS_HELICOPTER;Shooter (ATGM);Shooter (ATGM);nice;;;
hotkeys/ID_CAMERA_VIRTUAL_FPS_HELICOPTER;Virtual Cockpit;Virtual Cockpit;nice;;;
hotkeys/ID_CAMERA_GUNNER_HELICOPTER;Gunner View;Gunner View;nice;;;
hotkeys/ID_CAMERA_OPTICS_HELICOPTER;Targeting Optics View;Targeting Optics View;nice;;;
hotkeys/ID_CAMERA_SEEKER_HELICOPTER;Optical Seeker View;Optical Seeker View;nice;;;
hotkeys/ID_GEAR_HELICOPTER;Toggle Gear;Toggle Gear;nice;;;
hotkeys/ID_AEROBATICS_SMOKE_HELICOPTER;Aerobatics smoke;Aerobatics smoke;nice;;;
hotkeys/ID_TOGGLE_COCKPIT_DOOR_HELICOPTER;Open cockpit;Open cockpit;nice;;;
hotkeys/ID_TOGGLE_COCKPIT_LIGHTS_HELICOPTER;Cockpit lighting;Cockpit lighting;nice;;;
hotkeys/ID_INC_HMD_BRIGHTNESS;Increase HMD brightness;Increase HMD brightness;nice;;;
hotkeys/ID_DEC_HMD_BRIGHTNESS;Decrease HMD brightness;Decrease HMD brightness;nice;;;
hotkeys/ID_INC_HMD_BRIGHTNESS_HELI;Increase HMD brightness;Increase HMD brightness;nice;;;
hotkeys/ID_DEC_HMD_BRIGHTNESS_HELI;Decrease HMD brightness;Decrease HMD brightness;nice;;;
hotkeys/ID_TOGGLE_COLLIMATOR;Toggle Cockpit Sight;Toggle Cockpit Sight;nice;;;
hotkeys/ID_TOGGLE_COLLIMATOR_HELICOPTER;Toggle Cockpit Sight;Toggle Cockpit Sight;nice;;;
hotkeys/ID_TOGGLE_LASER_DESIGNATOR_HELICOPTER;Toggle Laser Designator;Toggle Laser Designator;nice;;;
hotkeys/ID_TOGGLE_LASER_DESIGNATOR;Toggle Laser Designator;Toggle Laser Designator;nice;;;
controls/helicopter_target_camera;Tracking/aiming axis;Tracking/aiming axis;nice;;;
hotkeys/helicopter_target_camera;Enable tracking/aiming axis;Enable tracking/aiming axis;nice;;;
hotkeys/helicopter_target_camera_rangeMax;Maximum tracking/aiming axis;Maximum tracking/aiming axis;nice;;;
hotkeys/helicopter_target_camera_rangeMin;Minimum tracking/aiming axis;Minimum tracking/aiming axis;nice;;;
controls/helicopter_weapon_aim_heading;Yaw axis for aimed weapons;Yaw axis for aimed weapons;nice;;;
hotkeys/helicopter_weapon_aim_heading_rangeSet;Reset yaw axis for aimed weapons;Reset yaw axis for aimed weapons;nice;;;
hotkeys/helicopter_weapon_aim_heading_rangeMin;Minimum yaw axis for aimed weapons;Minimum yaw axis for aimed weapons;nice;;;
hotkeys/helicopter_weapon_aim_heading_rangeMax;Maximum yaw axis for aimed weapons;Maximum yaw axis for aimed weapons;nice;;;
hotkeys/helicopter_weapon_aim_heading_rangeDec;Decrease yaw axis for aimed weapons;Decrease yaw axis for aimed weapons;nice;;;
hotkeys/helicopter_weapon_aim_heading_rangeInc;Increase yaw axis for aimed weapons;Increase yaw axis for aimed weapons;nice;;;
controls/helicopter_weapon_aim_pitch;Pitch axis for weapons aiming;Pitch axis for weapons aiming;nice;;;
hotkeys/helicopter_weapon_aim_pitch;Enable pitch axis for weapons aiming;Enable pitch axis for weapons aiming;nice;;;
hotkeys/helicopter_weapon_aim_pitch_rangeSet;Reset pitch axis for weapons aiming;Reset pitch axis for weapons aiming;nice;;;
hotkeys/helicopter_weapon_aim_pitch_rangeMin;Minimum pitch axis for weapons aiming;Minimum pitch axis for weapons aiming;nice;;;
hotkeys/helicopter_weapon_aim_pitch_rangeMax;Maximum pitch axis for weapons aiming;Maximum pitch axis for weapons aiming;nice;;;
hotkeys/helicopter_weapon_aim_pitch_rangeDec;Decrease pitch axis for weapons aiming;Decrease pitch axis for weapons aiming;nice;;;
hotkeys/helicopter_weapon_aim_pitch_rangeInc;Increase pitch axis for weapons aiming;Increase pitch axis for weapons aiming;nice;;;
controls/helicopter_atgm_aim_x;Missile control X-axis;Missile control X-axis;nice;;;
hotkeys/helicopter_atgm_aim_x;Enable missile control X-axis;Enable missile control X-axis;nice;;;
hotkeys/helicopter_atgm_aim_x_rangeSet;Reset missile control X-axis;Reset missile control X-axis;nice;;;
hotkeys/helicopter_atgm_aim_x_rangeMin;Minimum missile control X-axis;Minimum missile control X-axis;nice;;;
hotkeys/helicopter_atgm_aim_x_rangeMax;Maximum missile control X-axis;Maximum missile control X-axis;nice;;;
hotkeys/helicopter_atgm_aim_x_rangeDec;Decrease missile control X-axis;Decrease missile control X-axis;nice;;;
hotkeys/helicopter_atgm_aim_x_rangeInc;Increase missile control X-axis;Increase missile control X-axis;nice;;;
controls/helicopter_atgm_aim_y;Missile control Y-axis;Missile control Y-axis;nice;;;
hotkeys/helicopter_atgm_aim_y;Enable missile control Y-axis;Enable missile control Y-axis;nice;;;
hotkeys/helicopter_atgm_aim_y_rangeSet;Reset missile control Y-axis;Reset missile control Y-axis;nice;;;
hotkeys/helicopter_atgm_aim_y_rangeMin;Minimum missile control Y-axis;Minimum missile control Y-axis;nice;;;
hotkeys/helicopter_atgm_aim_y_rangeMax;Maximum missile control Y-axis;Maximum missile control Y-axis;nice;;;
hotkeys/helicopter_atgm_aim_y_rangeDec;Decrease missile control Y-axis;Decrease missile control Y-axis;nice;;;
hotkeys/helicopter_atgm_aim_y_rangeInc;Increase missile control Y-axis;Increase missile control Y-axis;nice;;;
controls/aim_time_nonlinearity_helicopter;Gamepad aim acceleration;Gamepad aim acceleration;nice;;;
controls/aim_acceleration_delay_helicopter;Aim acceleration delay;Aim acceleration delay;nice;;;
options/atgm_aim_sens_helicopter;Missile control sensitivity;Missile control sensitivity;nice;;;
options/atgm_aim_zoom_sens_helicopter;Missile control sensitivity at maximum zoom;Missile control sensitivity at maximum zoom;nice;;;
controls/mouse_z_helicopter;Mouse Wheel (helicopter);Mouse Wheel (helicopter);nice;;;
controls/mouse_z_mult_helicopter;Mouse Wheel Multiplier (helicopter);Mouse Wheel Multiplier (helicopter);nice;;;
hotkeys/ID_SUBMARINE_CONTROL_HEADER;Submarine;Submarine;same;;;
hotkeys/ID_SUBMARINE_MOVE_HEADER;Movement;Movement;same;;;
hotkeys/ID_SUBMARINE_FIRE_HEADER;Weaponry;Weaponry;same;;;
hotkeys/ID_SUBMARINE_VIEW_HEADER;Camera control;Camera control;nice;;;
hotkeys/ID_SUBMARINE_OTHER_HEADER;Miscellaneous;Miscellaneous;same;;;
hotkeys/ID_SUBMARINE_OPERATIONS_HEADER;Quick settings;Quick settings;nice;;;
controls/submarine_main_engine;Submarine main engine;Submarine main engine;nice;;;
hotkeys/submarine_main_engine;Submarine main engine;Submarine main engine;nice;;;
hotkeys/submarine_main_engine_rangeSet;Stop main engine;Stop main engine;nice;;;
hotkeys/submarine_main_engine_rangeMin;Back main engine;Back main engine;nice;;;
hotkeys/submarine_main_engine_rangeMax;Ahead main engine;Ahead main engine;nice;;;
hotkeys/submarine_main_engine_rangeDec;Back main engine;Back main engine;nice;;;
hotkeys/submarine_main_engine_rangeInc;Ahead main engine;Ahead main engine;nice;;;
controls/submarine_steering;Submarine rudder control;Submarine rudder control;nice;;;
hotkeys/submarine_steering;Submarine rudder control;Submarine rudder control;nice;;;
hotkeys/submarine_steering_rangeSet;Rudder amidships;Rudder amidships;nice;;;
hotkeys/submarine_steering_rangeMin;Left rudder;Left rudder;nice;;;
hotkeys/submarine_steering_rangeMax;Right rudder;Right rudder;nice;;;
hotkeys/submarine_steering_rangeDec;Left rudder;Left rudder;nice;;;
hotkeys/submarine_steering_rangeInc;Right rudder;Right rudder;nice;;;
controls/submarine_depth;Depth control;Depth control;nice;;;
hotkeys/submarine_depth;Depth control;Depth control;nice;;;
hotkeys/submarine_depth_rangeSet;Reset depth control;Reset depth control;nice;;;
hotkeys/submarine_depth_rangeMin;Increase depth;Increase depth;nice;;;
hotkeys/submarine_depth_rangeMax;Decrease depth;Decrease depth;nice;;;
hotkeys/submarine_depth_rangeDec;Increase depth;Increase depth;nice;;;
hotkeys/submarine_depth_rangeInc;Decrease depth;Decrease depth;nice;;;
hotkeys/ID_SUBMARINE_FULL_STOP;All Stop;All Stop;nice;;;
hotkeys/ID_TOGGLE_VIEW_SUBMARINE;Toggle View (submarine / torpedo);Toggle View (submarine / torpedo);nice;;;
hotkeys/ID_SUBMARINE_WEAPON_TORPEDOES;Launch torpedoes;Launch torpedoes;nice;;;
hotkeys/ID_SUBMARINE_SWITCH_ACTIVE_SONAR;Toggle submarine active sonar;Toggle submarine active sonar;nice;;;
hotkeys/ID_SUBMARINE_WEAPON_TOGGLE_ACTIVE_SENSOR;Toggle torpedo active sonar;Toggle torpedo active sonar;nice;;;
hotkeys/ID_SUBMARINE_WEAPON_TOGGLE_SELF_HOMMING;Toggle torpedo self homing;Toggle torpedo self homing;nice;;;
hotkeys/ID_SUBMARINE_ACOUSTIC_COUNTERMEASURES;Noisemakers;Noisemakers;same;;;
controls/submarine_camx;View in battle - Submarine (X-axis);View in battle - Submarine (X-axis);nice;;;
hotkeys/submarine_camx;View in battle - Submarine (horizontal);View in battle - Submarine (horizontal);nice;;;
hotkeys/submarine_camx_rangeMin;View in battle - Submarine (horizontal) - minimum value;View in battle - Submarine (horizontal) - minimum value;nice;;;
hotkeys/submarine_camx_rangeMax;View in battle - Submarine (horizontal) - maximum value;View in battle - Submarine (horizontal) - maximum value;nice;;;
hotkeys/submarine_camx_rangeDec;View in battle - Submarine (horizontal) - decrease value;View in battle - Submarine (horizontal) - decrease value;nice;;;
hotkeys/submarine_camx_rangeInc;View in battle - Submarine (horizontal) - increase value;View in battle - Submarine (horizontal) - increase value;nice;;;
hotkeys/submarine_camx_rangeSet;View in battle - Submarine (horizontal) - reset value;View in battle - Submarine (horizontal) - reset value;nice;;;
controls/submarine_camy;View in battle - Submarine (Y-axis);View in battle - Submarine (Y-axis);nice;;;
hotkeys/submarine_camy;View in battle - Submarine (vertical);View in battle - Submarine (vertical);nice;;;
hotkeys/submarine_camy_rangeMin;View in battle - Submarine (vertical) - minimum value;View in battle - Submarine (vertical) - minimum value;nice;;;
hotkeys/submarine_camy_rangeMax;View in battle - Submarine (vertical) - maximum value;View in battle - Submarine (vertical) - maximum value;nice;;;
hotkeys/submarine_camy_rangeDec;View in battle - Submarine (vertical) - decrease value;View in battle - Submarine (vertical) - decrease value;nice;;;
hotkeys/submarine_camy_rangeInc;View in battle - Submarine (vertical) - increase value;View in battle - Submarine (vertical) - increase value;nice;;;
hotkeys/submarine_camy_rangeSet;View in battle - Submarine (vertical) - reset value;View in battle - Submarine (vertical) - reset value;nice;;;
controls/submarine_zoom;Zoom axis (Submarine);Zoom axis (Submarine);nice;;;
hotkeys/submarine_zoom;Enable submarine zoom axis;Enable submarine zoom axis;nice;;;
hotkeys/submarine_zoom_rangeMin;Zoom off;Zoom off;nice;;;
hotkeys/submarine_zoom_rangeMax;Zoom on;Zoom on;nice;;;
hotkeys/submarine_zoom_rangeSet;Reset submarine zoom axis;Reset submarine zoom axis;nice;;;
controls/submarine_mouse_aim_x;Submarine aiming (X-axis);Submarine aiming (X-axis);nice;;;
hotkeys/submarine_mouse_aim_x;Submarine aiming (X-axis);Submarine aiming (X-axis);nice;;;
hotkeys/submarine_mouse_aim_x_rangeMin;Move aim left;Move aim left;nice;;;
hotkeys/submarine_mouse_aim_x_rangeMax;Move aim right;Move aim right;nice;;;
controls/submarine_mouse_aim_y;Submarine aiming (Y-axis);Submarine aiming (Y-axis);nice;;;
hotkeys/submarine_mouse_aim_y;Submarine aiming (Y-axis);Submarine aiming (Y-axis);nice;;;
hotkeys/submarine_mouse_aim_y_rangeMin;Lower aim;Lower aim;nice;;;
hotkeys/submarine_mouse_aim_y_rangeMax;Raise aim;Raise aim;nice;;;
hotkeys/ID_SUBMARINE_KILLSTREAK_WHEEL_MENU;Event selection menu;Event selection menu;nice;;;
hotkeys/ID_SUBMARINE_ACTION_BAR_ITEM_6;Extinguish fire;Extinguish fire;nice;;;
hotkeys/ID_SUBMARINE_ACTION_BAR_ITEM_11;Repair;Repair;same;;;
hotkeys/ID_SUBMARINE_REPAIR_BREACHES;Repair breaches;Repair breaches;nice;;;
hotkeys/ID_EMERGENCY_SURFACING;Emergency surfacing;Emergency surfacing;nice;;;
controls/mouse_z_submarine;Mouse Wheel (submarine);Mouse Wheel (submarine);nice;;;
controls/mouse_z_mult_submarine;Mouse Wheel Multiplier (submarine);Mouse Wheel Multiplier (submarine);nice;;;
hotkeys/ID_UCAV_CONTROL_HEADER;UCAV;UCAV;same;;;
controls/gun_jammed;Gun jammed;Gun jammed;nice;;;
controls/cross_2;Flaps;Flaps;same;;;
controls/square_2;Trim;Trim;same;;;
controls/R3_0;None;None;same;;;
controls/dpad_left_0;None;None;same;;;
controls/L2_2;Zoom;Zoom;same;;;
controls/combo_airBrakes;Airbrake;Airbrake;same;;;
controls/combo_resetTrim;;;same;;;
controls/combo_resetTrim_2;Reset trimming;Reset trimming;nice;;;
controls/askRestoreDefaults;Are you sure you want to change your control settings?;Are you sure you want to change your control settings?;nice;;;
controls/askEraseDefaults;Are you sure you want to erase controls settings? All your controls settings will be deleted and become unassigned!;Are you sure you want to erase controls settings? All your controls settings will be deleted and become unassigned!;nice;;;
controls/askKeyboardWasdType;"Would you like to use 'Simple' or 'Advanced' controls?
For both types of controls, the aircraft is controlled with the mouse buttons, and the throttle is controlled with the mouse wheel.
Simple: WS keys and the Up/Down arrows control the throttle, AD+QE keys control the roll and the heading.
Advanced: WASD+QE keys (and the arrows) control the aircraft direction, LShift+LCtrl control the throttle";"Would you like to use 'Simple' or 'Advanced' controls?
For both types of controls, the aircraft is controlled with the mouse buttons, and the throttle is controlled with the mouse wheel.
Simple: WS keys and the Up/Down arrows control the throttle, AD+QE keys control the roll and the heading.
Advanced: WASD+QE keys (and the arrows) control the aircraft direction, LShift+LCtrl control the throttle";nice;;;
msgbox/btn_classic;Advanced;Advanced;same;;;
msgbox/btn_shooter;Simple;Simple;same;;;
msgbox/btn_thrustmaster_hotas_one;Thrustmaster® T.Flight Hotas One;Thrustmaster® T.Flight Hotas One;nice;;;
controls/hotkeysSetup;Hotkeys;Hotkeys;same;;;
controls/mouseSetup;Mouse;Mouse;same;;;
controls/joystickSetup;Joysticks;Joysticks;same;;;
controls/ailerons;Roll axis;Roll axis;nice;;;
controls/zoom;Zoom axis (Air);Zoom axis (Air);nice;;;
controls/gm_zoom;Zoom axis (Ground);Zoom axis (Ground);nice;;;
controls/ship_zoom;Zoom axis (Naval);Zoom axis (Naval);nice;;;
controls/target_camera;Tracking/aiming axis;Tracking/aiming axis;nice;;;
hotkeys/target_camera;Enable tracking/aiming axis;Enable tracking/aiming axis;nice;;;
hotkeys/target_camera_rangeMax;Maximum tracking/aiming axis;Maximum tracking/aiming axis;nice;;;
hotkeys/target_camera_rangeMin;Minimum tracking/aiming axis;Minimum tracking/aiming axis;nice;;;
controls/elevator;Pitch axis;Pitch axis;nice;;;
controls/rudder;Yaw axis;Yaw axis;nice;;;
controls/weapon_aim_heading;Yaw axis for aimed weapons;Yaw axis for aimed weapons;nice;;;
hotkeys/weapon_aim_heading;Enable yaw axis for aimed weapons;Enable yaw axis for aimed weapons;nice;;;
hotkeys/weapon_aim_heading_rangeSet;Reset yaw axis for aimed weapons;Reset yaw axis for aimed weapons;nice;;;
hotkeys/weapon_aim_heading_rangeMin;Minimum yaw axis for aimed weapons;Minimum yaw axis for aimed weapons;nice;;;
hotkeys/weapon_aim_heading_rangeMax;Maximum yaw axis for aimed weapons;Maximum yaw axis for aimed weapons;nice;;;
hotkeys/weapon_aim_heading_rangeDec;Decrease yaw axis for aimed weapons;Decrease yaw axis for aimed weapons;nice;;;
hotkeys/weapon_aim_heading_rangeInc;Increase yaw axis for aimed weapons;Increase yaw axis for aimed weapons;nice;;;
controls/weapon_aim_pitch;Pitch axis for weapons aiming;Pitch axis for weapons aiming;nice;;;
hotkeys/weapon_aim_pitch_rangeSet;Reset pitch axis for weapons aiming;Reset pitch axis for weapons aiming;nice;;;
hotkeys/weapon_aim_pitch_rangeMin;Minimum pitch axis for weapons aiming;Minimum pitch axis for weapons aiming;nice;;;
hotkeys/weapon_aim_pitch_rangeMax;Maximum pitch axis for weapons aiming;Maximum pitch axis for weapons aiming;nice;;;
hotkeys/weapon_aim_pitch_rangeDec;Decrease pitch axis for weapons aiming;Decrease pitch axis for weapons aiming;nice;;;
hotkeys/weapon_aim_pitch_rangeInc;Increase pitch axis for weapons aiming;Increase pitch axis for weapons aiming;nice;;;
controls/throttle;Throttle axis;Throttle axis;nice;;;
controls/use_joystick_on_mouse_aim;Use joystick in this mode;Use joystick in this mode;nice;;;
controls/mouse_aim_x;Control (X-axis);Control (X-axis);nice;;;
controls/mouse_aim_y;Control (Y-axis);Control (Y-axis);nice;;;
hotkeys/mouse_aim_x;Control (X-axis);Control (X-axis);nice;;;
hotkeys/mouse_aim_y;Control (Y-axis);Control (Y-axis);nice;;;
controls/gm_mouse_aim_x;Tank aiming (X-axis);Tank aiming (X-axis);nice;;;
controls/gm_mouse_aim_y;Tank aiming (Y-axis);Tank aiming (Y-axis);nice;;;
hotkeys/gm_mouse_aim_x;Tank aiming (X-axis);Tank aiming (X-axis);nice;;;
hotkeys/gm_mouse_aim_y;Tank aiming (Y-axis);Tank aiming (Y-axis);nice;;;
controls/ship_mouse_aim_x;Ship aiming (X-axis);Ship aiming (X-axis);nice;;;
controls/ship_mouse_aim_y;Ship aiming (Y-axis);Ship aiming (Y-axis);nice;;;
hotkeys/ship_mouse_aim_x;Ship aiming (X-axis);Ship aiming (X-axis);nice;;;
hotkeys/ship_mouse_aim_y;Ship aiming (Y-axis);Ship aiming (Y-axis);nice;;;
hotkeys/gm_mouse_aim_x_rangeMin;Turn aim left;Turn aim left;nice;;;
hotkeys/gm_mouse_aim_x_rangeMax;Turn aim right;Turn aim right;nice;;;
hotkeys/gm_mouse_aim_y_rangeMin;Lower aim;Lower aim;nice;;;
