Column1;Column2;Column3;Column4;Column5;Column6;Column7
shop/crew_train_cost;Crew train cost:;Crew train cost:;same;;;
shop/crew_train_cost/tooltip;Cost of training the crew to use this particular type of vehicles.;Cost of training the crew to use this particular type of vehicles.;same;;;
shop/max_speed;Max Speed:;Max Speed:;same;;;
shop/max_speed/tooltip;The vehicle's maximum speed.;The vehicle's maximum speed.;same;;;
shop/max_depth;Max Depth:;Max Depth:;same;;;
shop/max_depth/tooltip;Maximum depth submarine can sail.;Maximum depth submarine can sail.;same;;;
shop/max_speed_alt;at height:;at height:;same;;;
shop/max_speed_alt/tooltip;Maximum-speed altitude.;Maximum-speed altitude.;same;;;
shop/max_speed_alt_sea;at sea level;at sea level;same;;;
shop/max_altitude;Max Altitude:;Max Altitude:;same;;;
shop/estimated_damage_to_base_title;Estimated damage to bases;Estimated damage to bases;same;;;
shop/estimated_damage_to_base;Estimated damage;Estimated damage;same;;;
shop/reward_multiplier_for_base;Reward multiplier for bases;Reward multiplier for bases;same;;;
shop/max_altitude/tooltip;The vehicle's maximum altitude.;The vehicle's maximum altitude.;same;;;
shop/turn_time;Turn Time:;Turn Time:;same;;;
shop/turn_time/tooltip;The minimum time it takes the airplane to complete a full horizontal circle.;The minimum time it takes the airplane to complete a full horizontal circle.;same;;;
shop/max_climbSpeed;Rate of Climb:;Rate of Climb:;same;;;
shop/max_climbSpeed/tooltip;The airplane's climbing speed.;The airplane's climbing speed.;same;;;
shop/climb_time;Time to Climb:;Time to Climb:;same;;;
shop/climb_time/tooltip;The airplane's climbing speed.;The airplane's climbing speed.;same;;;
shop/climb_alt;at height:;at height:;same;;;
shop/climb_alt/tooltip;The airplane's climbing speed.;The airplane's climbing speed.;same;;;
shop/range;Range:;Range:;same;;;
shop/range/tooltip;The maximum distance the airplane can travel without refueling.;The maximum distance the airplane can travel without refueling.;same;;;
shop/airfieldLen;Takeoff Run:;Takeoff Run:;same;;;
shop/airfieldLen/tooltip;The average take off distance a bad pilot needs .;Minimum takeoff distance to take off from the runway.;nice;;;
shop/wing_loading;Wing Loading:;Wing Loading:;same;;;
shop/wing_loading/tooltip;Weight of the airplane divided by the area of the wing.;Weight of the airplane divided by the area of the wing.;same;;;
shop/power_to_weight_ratio;Power-to-Weight ratio:;Power-to-Weight ratio:;same;;;
shop/power_to_weight_ratio/tooltip;The ratio of engine power to the weight of the airplane.;The ratio of engine power to the weight of the airplane.;same;;;
shop/thrust_to_weight_ratio;Thrust-to-Weight ratio:;Thrust-to-Weight ratio:;same;;;
shop/thrust_to_weight_ratio/tooltip;The ratio of engine thrust to the weight of the airplane.;The ratio of engine thrust to the weight of the airplane.;same;;;
shop/weaponPresets;Armament Presets:;Armament Presets:;same;;;
shop/weaponPresets/tooltip;Armament presets available for the current vehicle.;Armament presets available for the current vehicle.;same;;;
shop/tooltip_weaponmod;Secondary weapon modifier. Doesn't count after suspended ammunition is depleted (except for secondary gunpods).;Secondary weapon modifier. Doesn't count after suspended ammunition is depleted (except for secondary cannons and machine guns).;nice;;;
shop/tooltip_reference_value_marker;Characteristic reference value;Characteristic reference value;same;;;
shop/massPerSec;One-second Burst Mass:;One-second Burst Mass:;same;;;
shop/surviveRating;Survival Rate:;Survival Rate:;same;;;
shop/winsRating;Win Rate:;Win Rate:;same;;;
shop/usageRating;Popularity:;Popularity:;same;;;
shop/usageRating/0;Very Low;Very Low;same;;;
shop/usageRating/1;Low;Low;same;;;
shop/usageRating/2;Average;Average;same;;;
shop/usageRating/3;High;High;same;;;
shop/usageRating/4;Very High;Very High;same;;;
shop/insuranceCost;Maximum Insurance Cost:;Maximum Insurance Cost:;same;;;
shop/airExp/tooltip;The amount of research points you've collected with this airplane. As long as the player has not completely mastered the airplane (i.e. the progress meter is not yet full), flights will yield 5x more research points.;The amount of research points you've collected with this airplane. As long as the player has not completely mastered the airplane (i.e. the progress meter is not yet full), flights will yield 5x more research points.;same;;;
shop/free;Free;Free;same;;;
shop/ammo;Ammo;Ammo;same;;;
shop/tank_mass;Mass:;Mass:;same;;;
shop/horsePowers;Engine Power:;Engine Power:;same;;;
shop/max_inclination;Maximum Inclination:;Maximum Inclination:;same;;;
shop/turnTurretTime;Turret Rotation Speed:;Turret Rotation Speed:;same;;;
shop/angleVerticalGuidance;Vertical Guidance:;Vertical Guidance:;same;;;
shop/angleHorizontalGuidance;Horizontal Guidance:;Horizontal Guidance:;same;;;
shop/gunStabilizer;Gun Stabilizer:;Gun Stabilizer:;same;;;
shop/gunStabilizer/vertical;Vertical;Vertical;same;;;
shop/gunStabilizer/twoPlane;Two-plane;Two-plane;same;;;
shop/armorThicknessHull;Hull Armor:;Hull Armor:;same;;;
shop/armorThicknessTurret;Turret Armor:;Turret Armor:;same;;;
shop/armorThicknessEquivalent;Equivalent protection against;Equivalent protection against;same;;;
shop/armorThicknessEquivalent/angles;Protection in the sector of angles +{angle1}-{angle2}° at least:;Protection in the sector of angles +{angle1}-{angle2}° at least:;same;;;
shop/armorThicknessEquivalent/kinetic;Kinetic energy munitions;Kinetic energy munitions;same;;;
shop/armorThicknessEquivalent/cumulative;Chemical energy munitions;Chemical energy munitions;same;;;
shop/armorThicknessEquivalent/kinetic/hull;Kinetic energy munitions (Hull):;Kinetic energy munitions (Hull):;same;;;
shop/armorThicknessEquivalent/cumulative/hull;Chemical energy munitions (Hull):;Chemical energy munitions (Hull):;same;;;
shop/armorThicknessEquivalent/kinetic/turret;Kinetic energy munitions (Turret):;Kinetic energy munitions (Turret):;same;;;
shop/armorThicknessEquivalent/cumulative/turret;Chemical energy munitions (Turret):;Chemical energy munitions (Turret):;same;;;
shop/armorThicknessEquivalent/coal_bunker;Protection of 1 meter of coal is equivalent to {thickness} of steel;Protection of 1 meter of coal is equivalent to {thickness} of steel;same;;;
shop/armorThicknessEquivalent/steel;Protection equivalent to {thickness} of steel;Protection equivalent to {thickness} of steel;same;;;
shop/armorPiercing;Armor Penetration:;Armor Penetration:;same;;;
shop/armorPiercingDist;at distances:;at distances:;same;;;
shop/tank_mass/tooltip;Mass;Mass;same;;;
shop/horsePowers/tooltip;Engine power;Engine power;same;;;
shop/unitValidCondition;at;at;same;;;
shop/max_inclination/tooltip;Maximum inclination;Maximum inclination;same;;;
shop/turnTurretTime/tooltip;Horizontal rotation speed;Horizontal guidance speed;nice;;;
shop/angleVerticalGuidance/tooltip;Vertical guidance;Vertical guidance;same;;;
shop/armorThicknessHull/tooltip;Hull armor thickness;Hull armor thickness;same;;;
shop/armorThicknessTurret/tooltip;Turret armor thickness;Turret armor thickness;same;;;
shop/armorPiercing/tooltip;Armor penetration;Armor penetration;same;;;
shop/armorPiercingDist/tooltip;at distances;at distances;same;;;
shop/visibilityFactor;Visibility;Visibility;same;;;
shop/visibilityFactor/tooltip;Visibility depends on the height of the tank, it affects all the range of detection and identification.;Visibility depends on the height of the tank, it affects all the range of detection and identification.;same;;;
shop/unitIsRecentlyReleased;New vehicle!;New vehicle!;same;;;
shop/lootCapacity;Loot capacity;Loot capacity;same;;;
airLimits/wing_plane_strength_vne;Air Speed Limit (IAS):;Indicated Air Speed Limit:;nice;;;
airLimits/wing_plane_strength_vne/tooltip;The highest indicated air speed that the vehicle structure can withstand without damage.;The highest indicated air speed that the vehicle structure can withstand without damage.;same;;;
airLimits/wing_plane_strength_mne;Mach Limit:;Mach Number Limit:;nice;;;
airLimits/wing_plane_strength_mne/tooltip;The highest Mach number (M) that the vehicle structure can withstand without damage.;The highest Mach number (M) that the vehicle structure can withstand without damage.;same;;;
airLimits/gear_destruction_ind_speed;Extended Landing Gear Limit (IAS):;Landing Gear Extension Speed Limit (IAS):;nice;;;
airLimits/gear_destruction_ind_speed/tooltip;The highest indicated air speed that the gear structure can withstand without damage.;The highest indicated air speed that the gear structure can withstand without damage.;same;;;
airLimits/flaps_destruction_ind_speed;Flap Extension Limit (IAS):;Flap Extension Speed Limit (IAS):;nice;;;
airLimits/flaps_destruction_ind_speed/tooltip;The highest indicated air speed that the flap structure can withstand without damage.;The highest indicated air speed that the flap structure can withstand without damage.;same;;;
bullet_properties/caliber;Caliber;Caliber;same;;;
bullet_properties/mass;Projectile Mass;Projectile Mass;same;;;
bullet_properties/kineticDmg;Kinetic damage;Kinetic damage;same;;;
bullet_properties/explosiveDmg;High-explosive fragmentation damage;High-explosive fragmentation damage;same;;;
bullet_properties/cumulativeDmg;Cumulative damage;Cumulative damage;same;;;
bullet_properties/speed;Muzzle Velocity;Muzzle Velocity;same;;;
bullet_properties/armorPiercing;Armor penetration;Armor penetration;same;;;
bullet_properties/armorPiercing_short;Penetration;Penetration;same;;;
bullet_properties/armorPiercing/cumulative;cumulative jet;Cumulative jet;nice;;;
bullet_properties/armorPiercing/affected_armor;Thickness of the affected obstacle;Thickness of the affected obstacle;same;;;
bullet_properties/armorPiercing/kinetic;kinetic;Kinetic;nice;;;
bullet_properties/armorPiercing/explosive;High-explosive fragmentation;High-explosive fragmentation;same;;;
bullet_properties/cooldown;Reload Time;Reload Time;same;;;
bullet_properties/fuseDelayDist;Fuze Delay;Fuze Delay;same;;;
bullet_properties/explodeTreshold;Fuze Sensitivity;Fuze Sensitivity;same;;;
bullet_properties/proximityFuze/triggerRadius;Trigger radius;Trigger radius;same;;;
bullet_properties/ricochet;Chance of a ricochet at an angle of attack of {angle}°;Chance of a ricochet at an angle of attack of {angle}°;same;;;
bullet_properties/normalization;Angle of normalization at an angle of attack of {angle}°;Angle of normalization at an angle of attack of {angle}°;same;;;
bullet_properties/angleByProbability;Angle of attack with {probability}% chance of a ricochet.;Angle of attack with {probability}% chance of a ricochet.;same;;;
bullet_properties/angleWithRicochet;Angle of attack with chance to ricochet;Angle of attack with a chance of ricochet;nice;;;
distance;Distance;Distance;same;;;
weapon/noTracer/icon;◖;◖;same;;;
weapon/noTracer;no tracers;no tracers;same;;;
bullet_properties/hitAngle;Angle of attack;Angle of attack;same;;;
bullet_properties/explosiveType;Explosive type;Explosive type;same;;;
bullet_properties/explosiveMass;Explosive mass;Explosive mass;same;;;
bullet_properties/explosiveMass_short;Explosive mass;Explosive mass;same;;;
bullet_properties/explosiveMassInTNTEquivalent;TNT equivalent;TNT equivalent;same;;;
bullet_properties/maxSpeedInWater;Maximum speed;Maximum speed;same;;;
bullet_properties/diveDepth;Depth stroke;Depth stroke;same;;;
bullet_properties/smokeShellRad;Smoke screen radius;Smoke screen radius;same;;;
bullet_properties/smokeShellRad_short;Smoke radius;Smoke radius;same;;;
bullet_properties/smokeActivateTime;Smoke screening time;Smoke screening time;same;;;
bullet_properties/smokeTime;Smoke screen hold time;Smoke screen hold time;same;;;
bullet_properties/smokeTime_short;Smoke duration;Hold time;trim;;;
bullet_properties/salvo;Ammo in volley;Ammo in volley;same;;;
bullet_properties/maxArmorPenetration;Armor penetration by high-energy action;Armor penetration by high-energy action;same;;;
bombProperties/machLimit;Maximum allowed bomb release speed;Maximum allowed bomb release speed;same;;;
rocketProperties/machLimit;Maximum allowed rocket release speed;Maximum allowed rocket release speed;same;;;
bombProperties/maxArmorPenetration;Max armor penetration high-explosive action;Max armor penetration high-explosive action;same;;;
bombProperties/destroyRadiusArmored;The radius of destruction of armored vehicles;The radius of destruction of armored vehicles;same;;;
bombProperties/destroyRadiusNotArmored;The radius of fragment dispersion;The radius of fragment dispersion;same;;;
weapons/restock_advice;It is recommended to restock;It is recommended to restock;same;;;
shop/can_buy_more_aircrafts;You can purchase more vehicles in the Research menu: %d;You can purchase more vehicles in the Research menu: %d;same;;;
shop/auto_repair;Automatic repair of all vehicles after battle.;Automatic repair of all vehicles after battle.;same;;;
shop/auto_repair_cost;Automatic repair of all vehicles;Automatic repair of all vehicles;same;;;
shop/auto_repair_failed;Not enough <color=@currencyWpColor>€</color> to repair all vehicles.;Not enough <color=@currencyWpColor>€</color> to repair all vehicles.;same;;;
shop/auto_repair_free;Automatic repair of all vehicles <color=@activeTextColor>free.</color>;Automatic repair of all vehicles <color=@activeTextColor>free.</color>;same;;;
shop/auto_repair_free_plain;Automatic repair of all vehicles free.;Automatic repair of all vehicles free.;same;;;
shop/auto_buy_weapons;"Automatic purchasing of ammo and ""Crew Replenishment"" after battle.";"Automatic purchasing of ammo and ""Crew Replenishment"" after battle.";same;;;
shop/auto_buy_weapons_cost;"Automatic purchasing of ammo and ""Crew Replenishment""";"Automatic purchasing of ammo and ""Crew Replenishment""";same;;;
shop/wp_bonus;Reward:;Reward:;same;;;
shop/wp_bonus/tooltip;With this vehicle you will gain more Silver Lions for missions.;With this vehicle you will gain more Silver Lions for missions.;same;;;
shop/exp_bonus;Research points bonus:;Research points bonus:;same;;;
shop/exp_bonus/tooltip;With this vehicle you will gain more research points for missions.;With this vehicle you will gain more research points for missions.;same;;;
discount/buy/tooltip;Discount on vehicle %s%%.;Discount on vehicle %s%%.;same;;;
discount/repair/tooltip;Discount on repair %s%%.;Discount on repair %s%%.;same;;;
discount/mods/tooltip;Discount on modification %s%%.;Discount on modification %s%%.;same;;;
discount/weapons/tooltip;Discount on weapon preset %s%%.;Discount on weapon preset %s%%.;same;;;
discount/specialization/tooltip;Discount on qualification %s%%.;Discount on qualification %s%%.;same;;;
discount/spec_expert/tooltip;Discount on qualification to Expert %s%%.;Discount on qualification to Expert %s%%.;same;;;
